title,genre,Tag Count,Tags
Fierce Attachments: A Memoir,Biography,2,"Biography, Religion"
Sense and Sensibility,Fiction,7,"Classics, Romance, History, Comics & Graphic Novels, Young Adult Fiction, Literature, Fiction"
Genghis Khan and the Making of the Modern World,History,5,"History, War, Nonfiction, Biography, Biography & Autobiography"
Red Seas Under Red Skies,Fiction,6,"Adventure, Fantasy, Young Adult, Science fiction, Fantasy fiction, High Fantasy"
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,3,"Biography, American, Fiction"
Dark Matter,Fiction,8,"Science fiction, Fantasy, Adventure, Dystopian, Thriller, Suspense, Kidnapping, Kidnapping victims"
The Battle of the Labyrinth,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Friendship, Spanish, Middle Grade"
Casino Royale,Fiction,4,"Adventure, Classics, British, Intelligence service"
The Problems of Philosophy,Religion & Philosophy,6,"Fiction, Classics, Nonfiction, General, Philosophy, Knowledge"
Pride and Prejudice and Zombies,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, Science fiction, Dystopian, Fiction"
The Hammer of Thor,Fiction,6,"Fantasy, Young Adult, Adventure, LGBTQ, Children's stories, Homeless children"
Travels with Lizbeth,Biography,1,Biography
The Heir,Fiction,8,"Fantasy, Young Adult, Science fiction, Romance, Dystopian, Young Adult Fiction, Spanish, Contests"
Orlando: A Biography,Fantasy,9,"Fantasy, Fiction, Classics, History, LGBTQ, Romance, Literature, Travel, Women"
Daughter of the Empire,Fiction,5,"Fantasy, Adventure, Science fiction, War, Betrayal"
Advise and Consent,Classics,1,Classics
Dead until Dark,Fiction,3,"Fantasy, Young Adult, Science fiction"
Beyond the Shadows,Fantasy,10,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, War, Mystery, Fantasy fiction, High Fantasy, Assassins"
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Biography & Autobiography,6,"Comics, Biography, Fiction, Biography & Autobiography, Philosophy, Memoir"
The Dreaming Place,Fantasy,4,"Fantasy, Young Adult, Adventure, Science fiction"
Magic for Liars,Fiction,6,"Fantasy, Young Adult, LGBTQ, Mystery, Murder, Magic"
Grey Sister,Fantasy,8,"Fiction, Fantasy, Young Adult, Adventure, Science fiction, LGBTQ, Dystopian, Assassins"
The Sound and the Fury,Fiction,5,"Classics, Comics & Graphic Novels, Family, Literary Collections, Domestic fiction"
A Clockwork Orange,Fiction,5,"Fantasy, Classics, Science fiction, Adventure, Dystopian"
Beautiful Disaster,Fiction,3,"Young Adult, LGBTQ, Romance"
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,Biography & Autobiography,6,"Nonfiction, Biography, Biography & Autobiography, Family, social science, Memoir"
Normal People,Young Adult,4,"Fiction, Romance, College students, Television plays"
Roald Dahl James and the Giant Peach: The Book and Movie Scrapbook,Classics,1,Classics
Bridge of Birds,Fiction,6,"Fantasy, Adventure, Classics, Science fiction, History, China"
The Sun and Her Flowers,Short stories,8,"Fiction, Romance, Nonfiction, Poetry, Contemporary, adult, Feminism, Mental health"
Origin,Fiction,6,"Fantasy, Adventure, Science fiction, Thriller, Suspense, Adventure stories"
"Ms. Marvel, Vol. 1: No Normal",Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, Comics, Comics & Graphic Novels, Graphic novels"
The Tyrant's Tomb,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, LGBTQ, Middle Grade"
The Secret Life of Bees,Fiction,3,"Young Adult, Classics, Women"
The Hunt for Red October,Action & Adventure,3,"Adventure, Classics, War"
The Club Dumas,Fiction,5,"Fantasy, Adventure, Classics, Suspense, Spanish"
"Battle Royale, Vol. 9",Fiction,9,"Fantasy, Young Adult, Adventure, Classics, Science fiction, Comics, Dystopian, Comics & Graphic Novels, Graphic novels"
The Martian Chronicles,Fiction,8,"Fantasy, Science fiction, Young Adult, Adventure, Classics, Space, Dystopian, Aliens"
The Unbecoming of Mara Dyer,Fiction,7,"Fantasy, Young Adult, Science fiction, Dystopian, Young Adult Fiction, Murder, Family"
"Always and Forever, Lara Jean",Fiction,3,"Young Adult, Romance, Young Adult Fiction"
The Silk Roads: A New History of the World,Young Adult,3,"History, War, Nonfiction"
Binti,Fiction,7,"Fantasy, Science fiction, Young Adult, Adventure, LGBTQ, Space, Aliens"
The Farseer Trilogy,Fiction,5,"Fantasy, Young Adult, Adventure, Science fiction, Magic"
Thief of Time,Fiction,4,"Fantasy, Young Adult, Adventure, Science fiction"
Neverwhere,Fantasy,6,"Fantasy, Fiction, Adventure, Young Adult, Science fiction, Urban Fantasy"
"Sing, Unburied, Sing",Fiction,2,"Fantasy, Young Adult"
The Man in the High Castle,Fiction,5,"Fantasy, Classics, Science fiction, War, Dystopian"
Flowers from the Storm,Fiction,2,"Romance, Historical Fiction"
Absolute Power,Fiction,4,"Adventure, Thriller, Murder, Political corruption"
Outliers: The Story of Success,Nonfiction,5,"Nonfiction, Business & Economics, Psychology, Business, Celebrities"
The Ruins of Gorlan,Fiction,6,"Fantasy, Young Adult, Adventure, War, Children's stories, Australian"
The Dragon Republic,Fantasy,8,"Fiction, Fantasy, Young Adult, Adventure, War, Historical Fiction, High Fantasy, Imaginary wars and battles"
The One,Fiction,7,"Fantasy, Young Adult, Science fiction, Romance, Dystopian, Young Adult Fiction, Contests"
Bridget Jones's Diary,Fiction,7,"Young Adult, Classics, Fiction, Friendship, Women, Literary Collections, England"
Chasing the Sea,Action & Adventure,1,Adventure
Go Tell It on the Mountain,Fiction,6,"Young Adult, Classics, LGBTQ, Religion, Literature, African Americans"
The Angel Experiment,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Adventure stories"
H is for Hawk,Biography,7,"Biography, Nonfiction, Biography & Autobiography, Science, Nature, Grief, Falconry"
The Time Machine,Science fiction,10,"Science fiction, Classics, Fiction, Fantasy, Young Adult, Adventure, Comics, Dystopian, General, Literature"
The Sisterhood of the Traveling Pants,Fiction,6,"Young Adult, Adventure, Philosophy, Young Adult Fiction, Friendship, Best friends"
The Gifts of Imperfection,Nonfiction,4,"Nonfiction, Self-Help, Body, Mind & Spirit"
Every day,Fiction,6,"Fantasy, Young Adult, Science fiction, LGBTQ, Romance, Young Adult Fiction"
Heartless,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Romance, Young Adult Fiction, Retellings"
Champion,Fiction,8,"Fantasy, Young Adult, Adventure, Science fiction, War, Romance, Dystopian, Young Adult Fiction"
The Years,Classics,3,"Classics, Biography, Biography & Autobiography"
The Invention of Wings,Fiction,2,"History, Antislavery movements"
The Jane Austen Society,Fiction,2,"Classics, History"
Am I Normal Yet?,Fiction,2,"Young Adult, Friendship"
Bridge To Terabithia,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, History, Philosophy, Literature"
Catch-22,Fiction,6,"Classics, War, History, Psychology, Historical Fiction, World War"
The Haunting of Hill House,Horror,6,"Fiction, Classics, Fantasy, Literature, Gothic Horror, Haunted House"
The Kite Runner,Fiction,8,"Young Adult, Classics, History, Comics, War, Literature, Friendship, Performing Arts"
Emma,Classics,9,"Classics, Fiction, Young Adult, Romance, Literature, Fiction, Friendship, Historical Fiction, Children"
Like Water for Chocolate,Fiction,6,"Fantasy, Classics, Romance, Literature, Family, Magic Realism"
The Idiot,Fiction,4,"Young Adult, Contemporary, Literary Fiction, Psychology"
The Book of Three,Fantasy,4,"Fantasy, Young Adult, Adventure, Classics"
Tree of Smoke,Unknown,1,nan
The Mote in God's Eye,Fiction,8,"Fantasy, Adventure, Classics, Science fiction, Space, Aliens, American, alien"
The Host,Fantasy,9,"Fantasy, Fiction, Science fiction, Young Adult, Adventure, Romance, Aliens, Dystopian, Literature"
The Princess Diarist,Biography,5,"Biography, Nonfiction, General, Fiction, American"
One Day in the Life of Ivan Denisovich,Fiction,8,"Young Adult, Classics, History, War, Biography & Autobiography, Literature, literary criticism, communism"
Thinking in systems : a primer,Nonfiction,4,"Nonfiction, Science, Business, Critical thinking"
The Westing Game,Fiction,6,"Young Adult, Adventure, Classics, Mystery, Fiction, Murder"
Brideshead Revisited,Fiction,6,"Classics, War, LGBTQ, Romance, Friendship, Family"
Empire State,Fantasy,4,"Fantasy, Adventure, Science fiction, Dystopian"
Why I'm No Longer Talking to White People About Race,History,4,"History, social science, political science, Ethnic relations"
Geek Love,Science fiction,7,"Fiction, Fantasy, Classics, Science fiction, General, Family, Carnival owners"
Siddhartha,Fiction,7,"Classics, Young Adult, History, Religion, Philosophy, Literature, Spirituality"
2666,Fiction,4,"Classics, Mystery, Suspense, Women"
Hidden Figures,Young Adult,6,"History, Biography, Biography & Autobiography, Space, Women, African Americans"
Женщина в белом,Classics,7,"Classics, Mystery, Gothic, Historical Fiction, Psychological thriller, Romance, Thriller"
The Eye of the World,Fantasy,10,"Fantasy, Fiction, Classics, Young Adult, Adventure, Science fiction, Comics, Comics & Graphic Novels, Magic, Children"
Tao Te Ching,Classics,6,"Classics, Philosophy, Religion, Body, Mind & Spirit, Chinese"
It's Kind of a Funny Story,Fiction,1,Young Adult
Space Opera,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, LGBTQ, Space, Aliens"
Practical Magic,Fiction,5,"Fantasy, Classics, Women, witches, Sisters"
Relic,Fiction,4,"Fantasy, Adventure, Science fiction, Antiquities"
The Talented Mr. Ripley / Ripley Under Ground / Ripley's Game,Fiction,3,"Classics, LGBTQ, Thriller"
Mother Night,Fiction,5,"Fantasy, Classics, Science fiction, History, War"
The Mist,Fiction,5,"Fantasy, Classics, Science fiction, Dystopian, Classified"
The Song of Achilles,Fiction,9,"Fantasy, Young Adult, LGBTQ, Adventure, Classics, History, War, Romance, Historical Fiction"
Lamb in his bosom,Fiction,1,nan
Arcanum Unbounded: The Cosmere Collection,Fantasy,6,"Fiction, Fantasy, Adventure, Science fiction, American, Fantasy fiction"
Round Ireland with a Fridge,Action & Adventure,4,"Adventure, Nonfiction, Fiction, Travel"
Anthem,Fiction,8,"Fantasy, Classics, Science fiction, Young Adult, History, Dystopian, Romance, Psychology"
Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Classics,1,Classics
Nausea,Fiction,4,"Classics, Biography & Autobiography, Philosophy, Existentialism"
A Memory of Light,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, War, Magic, Fantasy fiction"
A Face Like Glass,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Young Adult Fiction, Adventure stories"
Memoirs of a Geisha,Fiction,5,"Classics, History, War, Literature, Women"
Pawn of Prophecy,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Classics, Science fiction, Literature, Magic, Fantasy fiction"
The Glass Menagerie,Classics,7,"Fiction, Classics, Young Adult, Family, Drama, Siblings, Plays"
"The Diamond Age: or, A Young Lady's Illustrated Primer",Fiction,4,"Fantasy, Science fiction, Adventure, Dystopian"
How to Read a Book,Classics,4,"Classics, Nonfiction, Language Arts & Disciplines, Books and reading"
Fantastic Beasts and Where to Find Them,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Young Adult Fiction, Spanish, Fantasy fiction"
The Wide Window,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, Fiction, Children's stories, Middle Grade"
A Heartbreaking Work of Staggering Genius,Classics,5,"Classics, Biography, Family, Family & Relationships, Brothers"
Mary Poppins,Fiction,8,"Fantasy, Young Adult, Adventure, Classics, Magic, Children, Spanish, Fairy tales"
Turtles All the Way Down,Fiction,7,"Young Adult, Mystery, Young Adult Fiction, Friendship, Spanish, Contemporary, Anxiety disorders"
We Should All Be Feminists,Biography,5,"Biography, Nonfiction, Biography & Autobiography, social science, Women"
The Blood Mirror,Fiction,5,"Fantasy, Adventure, Science fiction, War, Magic"
The Life We Bury,War,1,War
The Invisible Man,Science fiction,10,"Science fiction, Fiction, Fantasy, Classics, Young Adult, Adventure, History, Comics, Juvenile Fiction, Mystery"
Brisingr,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, War, Young Adult Fiction, Magic, Children's stories"
The Killing Moon,Fantasy,6,"Fantasy, Fiction, Adventure, LGBTQ, Science fiction, Magic"
Beneath the Sugar Sky,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, LGBTQ, Magic"
A Dance of Cloaks,Fantasy,6,"Fiction, Fantasy, Young Adult, Adventure, Science fiction, Assassins"
Giovanni's room,Fiction,6,"Classics, LGBTQ, Romance, Psychology, Literature, African Americans"
The Hunger Games,Young Adult,8,"Fiction, Fantasy, Dystopian, Science fiction, Adventure, Classics, War, Romance"
A Christmas Carol,Fiction,7,"Classics, Fantasy, Young Adult, Adventure, History, Comics, Literature"
The Devil Wears Prada,Fiction,4,"Young Adult, Classics, Businesswomen, Fashion editors"
The Wind through the Keyhole,Fantasy,7,"Fantasy, Fiction, Adventure, Science fiction, Dystopian, Horror, Demoniac possession"
Ancillary Mercy,Fiction,7,"Fantasy, Adventure, Science fiction, War, LGBTQ, Space, Aliens"
Kings of the Wyld,Fantasy,4,"Fantasy, Adventure, Fiction, Fantasy fiction"
How to Hide an Empire: A History of the Greater United States,History,5,"History, War, Nonfiction, Politics, United States"
Cannery Row,Fiction,1,Classics
The Last Wish,Fantasy,9,"Fantasy, Fiction, Adventure, Young Adult, War, Magic, Fantasy fiction, Epic Fantasy, High Fantasy"
Infinite Jest,Fiction,7,"Classics, Science fiction, Dystopian, Fiction, Friendship, Family, Addicts"
In Defense of Food: An Eater's Manifesto,Nonfiction,2,"Nonfiction, Health & Fitness"
Middlesex,Classics,3,"Classics, LGBTQ, Historical Fiction"
Sandman Slim,Fantasy,6,"Fiction, Fantasy, Adventure, Science fiction, Literature, Paranormal"
Fifty Shades Freed,Fiction,3,"Fantasy, Romance, Erotic stories"
Death on the Nile,Fiction,8,"Classics, Comics, Mystery, Romance, Literature, Suspense, Travel, Historical Fiction"
Adventure in Forgotten Valley,Fantasy,2,"Fantasy, Young Adult"
Spinning Silver,Fiction,6,"Fantasy, Young Adult, Adventure, Magic, Fairy tales, Retellings"
A Memory Called Empire,Fiction,9,"Fantasy, Science fiction, Adventure, LGBTQ, Space, Dystopian, Aliens, Murder, Ambassadors"
Dragonfly in Amber,Fiction,7,"Fantasy, Adventure, Science fiction, History, War, Romance, Historical Fiction"
Snow Crash,Fiction,6,"Fantasy, Adventure, Classics, Science fiction, Dystopian, Suspense"
His Majesty's Dragon,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, War, dragons"
The Republic,Classics,9,"Fiction, Classics, History, Nonfiction, War, Philosophy, Romance, Biography, political science"
"INFORMATION THEORY, INFERENCE, AND LEARNING ALGORITHMS.",Science,1,Computers
The Darkest Minds,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Young Adult Fiction"
March,Fiction,5,"Classics, History, War, Romance, Historical Fiction"
Everything is F*cked: A Book About Hope,Religion & Philosophy,3,"Philosophy, Psychology, Self-Help"
Going Postal,Fiction,5,"Fantasy, Young Adult, Adventure, Science fiction, Urban Fantasy"
Foundation and Earth,Fiction,7,"Fantasy, Adventure, Classics, Science fiction, Space, American, Life on other planets"
Stories of Your Life and Others,Fiction,5,"Fantasy, Science fiction, Aliens, Short stories, American"
Ancillary Justice,Fiction,7,"Fantasy, Science fiction, Adventure, LGBTQ, War, Space, Aliens"
Elevation,Fiction,4,"Fantasy, Science fiction, LGBTQ, Suspense"
Bird By Bird: Some Instructions on Writing and Life,Biography & Autobiography,7,"Nonfiction, Biography & Autobiography, Literature, Memoir, Language Arts & Disciplines, reference, non-fiction"
A People's History of the United States,Young Adult,4,"History, Classics, War, Nonfiction"
Armada,Young Adult,8,"Fiction, Fantasy, Science fiction, Adventure, War, Dystopian, Space, Aliens"
Sleeping Giants,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Space, Aliens"
Temeraire,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, War, dragons"
Gateway,Science fiction,9,"Fiction, Fantasy, Adventure, Classics, Science fiction, Space, Aliens, alien, Interplanetary voyages"
The Hours,Fiction,6,"Classics, LGBTQ, Romance, Women, Biography & Autobiography, artistic"
The Rosie Project,Fiction,1,Romance
The Cruel Prince,Fantasy,8,"Fantasy, Fiction, Young Adult, Adventure, Romance, Young Adult Fiction, Action, Enemies to lovers"
The Pillars of the Earth,Fiction,7,"Fantasy, Classics, Adventure, History, Thriller, Historical Fiction, Suspense"
All the Ugly and Wonderful Things,Fiction,2,"Young Adult, Family"
"To Be Taught, If Fortunate",Fiction,7,"Fantasy, Adventure, Science fiction, LGBTQ, Dystopian, Space, Aliens"
Moon Called,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Comics & Graphic Novels, Urban Fantasy, Paranormal romance"
Proven Guilty,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, Mystery"
